<a>の概要を答えて下さい。,2,ツールバーや右クリックメニューを埋め込むタグ,リンクのタグ,mapのクリックする場所を決めるタグ,文章内の略称や頭字語のテキストのタグ
<abbr>の概要を答えて下さい。,1,文章内の略称や頭字語のテキストのタグ,ページ内に音声ファイルを埋め込むタグ,文章内のプログラムなどのコードのタグ,テーブルのタグ
<address>の概要を答えて下さい。,3,文章内の改行のタグ,文章内の改行可能な位置のタグ,コンテンツの作者の連絡先のタグ,見出しのタグ4
<area>の概要を答えて下さい。,3,コンテンツのヘッダー情報をまとめるタグ,特定の意味を持たないブロックのタグ,mapのクリックする場所を決めるタグ,フォーム内の項目にラベルを付けるタグ
<article>の概要を答えて下さい。,3,フォーム内の内容をまとめるタグ,ページ内にフレームを埋め込むタグ,単独で扱える記事のようなセクションのタグ,テーブルのタグ
<aside>の概要を答えて下さい。,1,本筋から逸れる解説などのセクションのタグ,ルビとして付くテキストのタグ,テーブル内の行の見出しのタグ,項目に関する記述リストの記述のタグ
<audio>の概要を答えて下さい。,1,ページ内に音声ファイルを埋め込むタグ,フォーム内のボタンのタグ,外部ファイルとのリンクのタグ,文章内のルビを付けるテキストのタグ
<b>の概要を答えて下さい。,2,ブラウザに表示する内容全体のタグ,文章内の慣習上太字にするテキストのタグ,外部ファイルとのリンクのタグ,文章内のプログラムなどのコードのタグ
<base>の概要を答えて下さい。,4,fieldsetタグにつけるタイトルのタグ,動画や音声と同期するテキストトラックのタグ,文章内の目立たせたテキストのタグ,ページ内の相対URLの基準になるURLのタグ
<bdi>の概要を答えて下さい。,2,文章内の打ち消し線のついたテキストのタグ,文章内の書く方向を独立させるテキストのタグ,テーブル内の縦列をまとめるタグ,文章内のプログラムなどのコードのタグ
<bdo>の概要を答えて下さい。,1,文章内の書く方向を決めるテキストのタグ,処理の進捗状況などのゲージのタグ,図表や画像とその説明をまとめるタグ,文章内の特定の意味を持たないテキストのタグ
<blockquote>の概要を答えて下さい。,1,引用するコンテンツのタグ,二つ以上の見出しをまとめるタグ,ルビとして付くテキストのタグ,ページ内の相対URLの基準になるURLのタグ
<body>の概要を答えて下さい。,2,右クリックメニューやキーボード操作の内容のタグ,ブラウザに表示する内容全体のタグ,ページ内にフレームを埋め込むタグ,項目に関する記述リストのタグ
<br>の概要を答えて下さい。,3,文章内の補足や細目のテキストのタグ,ページ自体のメタ情報をまとめるタグ,文章内の改行のタグ,文章内の作品のタイトルのタグ
<button>の概要を答えて下さい。,1,フォーム内のボタンのタグ,後から追記するコンテンツのタグ,文章内の慣習上斜体にするテキストのタグ,段落のタグ
<canvas>の概要を答えて下さい。,2,文章内の上に付くテキストのタグ,ページ内にcanvasを埋め込むタグ,文章内の作品のタイトルのタグ,図表や画像とその説明をまとめるタグ
<caption>の概要を答えて下さい。,1,テーブルに付けるキャプションのタグ,外部ファイルとのリンクのタグ,動画や音声と同期するテキストトラックのタグ,文章内の日時のタグ
<cite>の概要を答えて下さい。,1,文章内の作品のタイトルのタグ,文章内の書く方向を決めるテキストのタグ,フォーム内の内容をまとめるタグ,文章内のルビを付けるテキストのタグ
<code>の概要を答えて下さい。,2,見出しと内容をまとめるセクションのタグ,文章内のプログラムなどのコードのタグ,フォームのタグ,リストの内容のタグ
<col>の概要を答えて下さい。,1,テーブル内の縦列をまとめるタグ,ページ自体のメタ情報をまとめるタグ,主にCSSをページ自体に書き込むタグ,colタグをまとめるタグ
<colgroup>の概要を答えて下さい。,3,文章内の改行のタグ,フォーム内の入力項目のタグ,colタグをまとめるタグ,見出しのタグ6
<command>の概要を答えて下さい。,1,右クリックメニューやキーボード操作の内容のタグ,見出しのタグ2,項目に関する記述リストの項目のタグ,コンテンツのフッター情報をまとめるタグ
<datalist>の概要を答えて下さい。,3,テーブル内の縦列をまとめるタグ,項目に関する記述リストのタグ,フォーム内の入力項目に選択肢をつけるタグ,文章内の改行可能な位置のタグ
<dd>の概要を答えて下さい。,3,文章内の改行可能な位置のタグ,主にCSSをページ自体に書き込むタグ,項目に関する記述リストの記述のタグ,文章内の目立たせたテキストのタグ
<del>の概要を答えて下さい。,4,ルビが表示されない場合のカッコのタグ,フォームのタグ,段落のタグ,後から削除するコンテンツのタグ
<detail>の概要を答えて下さい。,2,見出しと内容をまとめるセクションのタグ,クリックすると見られる詳細情報のタグ,文章内の改行のタグ,項目に関する記述リストの項目のタグ
<dfn>の概要を答えて下さい。,3,ページ自体のメタ情報をまとめるタグ,フォーム内の内容をまとめるタグ,文章内の定義する用語のテキストのタグ,テーブル内の縦列をまとめるタグ
<div>の概要を答えて下さい。,4,フォーム内の項目にラベルを付けるタグ,fieldsetタグにつけるタイトルのタグ,主にJavaScriptの代わりに表示するコンテンツのタグ,特定の意味を持たないブロックのタグ
<dl>の概要を答えて下さい。,1,項目に関する記述リストのタグ,二つ以上の見出しをまとめるタグ,文章内の慣習上斜体にするテキストのタグ,文章内の慣習上下線を引くテキストのタグ
<dt>の概要を答えて下さい。,4,文章内の上に付くテキストのタグ,図表や画像につける説明のタグ,後から削除するコンテンツのタグ,項目に関する記述リストの項目のタグ
<em>の概要を答えて下さい。,2,リストの内容のタグ,文章内の特に強調するテキストのタグ,予め数値の決まったゲージのタグ,テーブル内のヘッダー部分の行のタグ
<embed>の概要を答えて下さい。,1,ページ内に主にFlash等を埋め込むタグ,colタグをまとめるタグ,予め数値の決まったゲージのタグ,テーブル内のフッター部分の行のタグ
<fieldset>の概要を答えて下さい。,1,フォーム内の内容をまとめるタグ,テーブルのタグ,コンテンツの作者の連絡先のタグ,見出しのタグ1
<figcaption>の概要を答えて下さい。,3,ページ内にcanvasを埋め込むタグ,文章内の下に付くテキストのタグ,図表や画像につける説明のタグ,クリックすると見られる詳細情報のタグ
<figure>の概要を答えて下さい。,2,ツールバーや右クリックメニューを埋め込むタグ,図表や画像とその説明をまとめるタグ,文章内の書く方向を決めるテキストのタグ,コンテンツのフッター情報をまとめるタグ
<footer>の概要を答えて下さい。,2,テーブル内の行の内容のタグ,コンテンツのフッター情報をまとめるタグ,文章内の慣習上斜体にするテキストのタグ,特定の意味を持たないブロックのタグ
<form>の概要を答えて下さい。,2,ルビが表示されない場合のカッコのタグ,フォームのタグ,写真や画像のタグ,主にJavaScriptをページに埋め込むタグ
<h1>の概要を答えて下さい。,3,見出しのタグ6,二つ以上の見出しをまとめるタグ,見出しのタグ1,右クリックメニューやキーボード操作の内容のタグ
<h2>の概要を答えて下さい。,3,colタグをまとめるタグ,二つ以上の見出しをまとめるタグ,見出しのタグ2,外部ファイルとのリンクのタグ
<h3>の概要を答えて下さい。,1,見出しのタグ3,コンテンツのヘッダー情報をまとめるタグ,ページ内の相対URLの基準になるURLのタグ,写真や画像のタグ
<h4>の概要を答えて下さい。,2,外部ファイルとのリンクのタグ,見出しのタグ4,項目に関する記述リストのタグ,項目に関する記述リストの記述のタグ
<h5>の概要を答えて下さい。,1,見出しのタグ5,テーブル内の縦列をまとめるタグ,文章内の特に強調するテキストのタグ,ルビとして付くテキストのタグ
<h6>の概要を答えて下さい。,2,本筋から逸れる解説などのセクションのタグ,見出しのタグ6,フォーム内の内容をまとめるタグ,文章内の打ち消し線のついたテキストのタグ
<head>の概要を答えて下さい。,1,ページ自体のメタ情報をまとめるタグ,mapのクリックする場所を決めるタグ,外部ファイルとのリンクのタグ,図表や画像とその説明をまとめるタグ
<header>の概要を答えて下さい。,2,ルビが表示されない場合のカッコのタグ,コンテンツのヘッダー情報をまとめるタグ,項目に関する記述リストのタグ,主にJavaScriptの代わりに表示するコンテンツのタグ
<hgroup>の概要を答えて下さい。,3,colタグをまとめるタグ,段落と段落の区切りのタグ,二つ以上の見出しをまとめるタグ,文章内の目立たせたテキストのタグ
<hr>の概要を答えて下さい。,4,主にCSSをページ自体に書き込むタグ,フォーム内の文章の入力項目のタグ,見出しのタグ6,段落と段落の区切りのタグ
<html>の概要を答えて下さい。,1,HTML自体のタグ,colタグをまとめるタグ,文章内の目立たせたテキストのタグ,ページ内の相対URLの基準になるURLのタグ
<i>の概要を答えて下さい。,2,主にCSSをページ自体に書き込むタグ,文章内の慣習上斜体にするテキストのタグ,文章内の作品のタイトルのタグ,フォーム内のボタンのタグ
<iframe>の概要を答えて下さい。,2,文章内のプログラムなどのコードのタグ,ページ内にフレームを埋め込むタグ,コンテンツのヘッダー情報をまとめるタグ,ページ内に音声ファイルを埋め込むタグ
<img>の概要を答えて下さい。,3,文章内の引用部分のテキストのタグ,テーブル内の行のタグ,写真や画像のタグ,テーブル内の行の内容のタグ
<input>の概要を答えて下さい。,3,リストの内容のタグ,テーブル内のボディ部分のデータをまとめるタグ,フォーム内の入力項目のタグ,ページ自体の題名のタグ
<ins>の概要を答えて下さい。,1,後から追記するコンテンツのタグ,処理の進捗状況などのゲージのタグ,mapのクリックする場所を決めるタグ,detailタグにつけるラベルのタグ
<kbd>の概要を答えて下さい。,2,主にCSSをページ自体に書き込むタグ,文章内の入力テキストかキーボードのキーのタグ,文章内の上に付くテキストのタグ,コンテンツのフッター情報をまとめるタグ
<keygen>の概要を答えて下さい。,3,テーブル内の行の見出しのタグ,ページ内の相対URLの基準になるURLのタグ,フォーム内で暗号になるキーを作るタグ,コンテンツの作者の連絡先のタグ
<label>の概要を答えて下さい。,1,フォーム内の項目にラベルを付けるタグ,文章内の定義する用語のテキストのタグ,引用するコンテンツのタグ,detailタグにつけるラベルのタグ
<legend>の概要を答えて下さい。,2,文章内の下に付くテキストのタグ,fieldsetタグにつけるタイトルのタグ,ルビが表示されない場合のカッコのタグ,クリックすると見られる詳細情報のタグ
<li>の概要を答えて下さい。,2,文章内の書く方向を独立させるテキストのタグ,リストの内容のタグ,ページ内にフレームを埋め込むタグ,コンテンツの作者の連絡先のタグ
<link>の概要を答えて下さい。,1,外部ファイルとのリンクのタグ,順番の決まってないリストのタグ,ページ内にフレームを埋め込むタグ,図表や画像につける説明のタグ
<map>の概要を答えて下さい。,4,フォーム内の項目にラベルを付けるタグ,fieldsetタグにつけるタイトルのタグ,文章内の下に付くテキストのタグ,クリックできるイメージマップのタグ
<mark>の概要を答えて下さい。,4,見出しのタグ5,動画や音声と同期するテキストトラックのタグ,後から追記するコンテンツのタグ,文章内の目立たせたテキストのタグ
<menu>の概要を答えて下さい。,4,見出しのタグ3,処理の進捗状況などのゲージのタグ,リストの内容のタグ,ツールバーや右クリックメニューを埋め込むタグ
<meta>の概要を答えて下さい。,4,フォーム内の項目にラベルを付けるタグ,後から削除するコンテンツのタグ,予め数値の決まったゲージのタグ,ページ自体のメタ情報のタグ
<meter>の概要を答えて下さい。,1,予め数値の決まったゲージのタグ,文章内のルビを付けるテキストのタグ,フォーム内で暗号になるキーを作るタグ,テーブル内のボディ部分のデータをまとめるタグ
<nav>の概要を答えて下さい。,3,ルビが表示されない場合のカッコのタグ,ページ内に主にFlash等を埋め込むタグ,リンクをまとめるセクションのタグ,後から追記するコンテンツのタグ
<noscript>の概要を答えて下さい。,4,クリックできるイメージマップのタグ,単独で扱える記事のようなセクションのタグ,写真や画像のタグ,主にJavaScriptの代わりに表示するコンテンツのタグ
<object>の概要を答えて下さい。,4,文章内の引用部分のテキストのタグ,detailタグにつけるラベルのタグ,順番の決まったリストのタグ,ページ内に画像や音声、動画を埋め込むタグ
<ol>の概要を答えて下さい。,3,文章内のプログラムで出力するテキストのタグ,段落と段落の区切りのタグ,順番の決まったリストのタグ,テーブル内の行のタグ
<optgroup>の概要を答えて下さい。,4,フォーム内のメニューの選択肢のタグ,ページ内に動画ファイルを埋め込むタグ,コンテンツの作者の連絡先のタグ,フォーム内の複数のoptionタグをまとめるタグ
<option>の概要を答えて下さい。,4,フォーム内の入力項目のタグ,コンテンツのヘッダー情報をまとめるタグ,フォーム内の文章の入力項目のタグ,フォーム内のメニューの選択肢のタグ
<output>の概要を答えて下さい。,1,フォーム内の計算結果の出力のタグ,ページ内に音声ファイルを埋め込むタグ,コンテンツのヘッダー情報をまとめるタグ,フォーム内の複数のoptionタグをまとめるタグ
<p>の概要を答えて下さい。,1,段落のタグ,ページ内に主にFlash等を埋め込むタグ,ページ内に埋め込む動画や音声を指定するタグ,ページ内に画像や音声、動画を埋め込むタグ
<param>の概要を答えて下さい。,1,objectタグのコンテンツのパラメータのタグ,文章内の書く方向を独立させるテキストのタグ,ページ内に音声ファイルを埋め込むタグ,文章内の入力テキストかキーボードのキーのタグ
<pre>の概要を答えて下さい。,1,書いたままのテキストを表示するタグ,文章内の重要性の高いテキストのタグ,テーブル内のボディ部分のデータをまとめるタグ,文章内の下に付くテキストのタグ
<progress>の概要を答えて下さい。,3,文章内の改行可能な位置のタグ,本筋から逸れる解説などのセクションのタグ,処理の進捗状況などのゲージのタグ,テーブル内の縦列をまとめるタグ
<q>の概要を答えて下さい。,4,文章内のプログラムなどのコードのタグ,フォーム内の入力項目のタグ,見出しのタグ5,文章内の引用部分のテキストのタグ
<rp>の概要を答えて下さい。,4,文章内の書く方向を決めるテキストのタグ,detailタグにつけるラベルのタグ,段落と段落の区切りのタグ,ルビが表示されない場合のカッコのタグ
<rt>の概要を答えて下さい。,3,テーブル内の行の内容のタグ,ページ内に埋め込む動画や音声を指定するタグ,ルビとして付くテキストのタグ,コンテンツのヘッダー情報をまとめるタグ
<ruby>の概要を答えて下さい。,2,文章内の慣習上下線を引くテキストのタグ,文章内のルビを付けるテキストのタグ,見出しと内容をまとめるセクションのタグ,フォーム内の文章の入力項目のタグ
<s>の概要を答えて下さい。,2,ページ内の相対URLの基準になるURLのタグ,文章内の打ち消し線のついたテキストのタグ,図表や画像とその説明をまとめるタグ,テーブル内の行の見出しのタグ
<samp>の概要を答えて下さい。,3,文章内の改行のタグ,文章内のルビを付けるテキストのタグ,文章内のプログラムで出力するテキストのタグ,主にJavaScriptの代わりに表示するコンテンツのタグ
<script>の概要を答えて下さい。,1,主にJavaScriptをページに埋め込むタグ,文章内の入力テキストかキーボードのキーのタグ,テーブル内の縦列をまとめるタグ,図表や画像につける説明のタグ
<section>の概要を答えて下さい。,2,テーブル内のボディ部分のデータをまとめるタグ,見出しと内容をまとめるセクションのタグ,mapのクリックする場所を決めるタグ,テーブル内のヘッダー部分の行のタグ
<select>の概要を答えて下さい。,3,フォームのタグ,文章内の特に強調するテキストのタグ,フォーム内のメニューのタグ,後から追記するコンテンツのタグ
<small>の概要を答えて下さい。,4,処理の進捗状況などのゲージのタグ,文章内の重要性の高いテキストのタグ,文章内のルビを付けるテキストのタグ,文章内の補足や細目のテキストのタグ
<source>の概要を答えて下さい。,1,ページ内に埋め込む動画や音声を指定するタグ,文章内の特定の意味を持たないテキストのタグ,コンテンツの作者の連絡先のタグ,項目に関する記述リストの記述のタグ
<span>の概要を答えて下さい。,2,リストの内容のタグ,文章内の特定の意味を持たないテキストのタグ,文章内の目立たせたテキストのタグ,文章内の入力テキストかキーボードのキーのタグ
<strong>の概要を答えて下さい。,1,文章内の重要性の高いテキストのタグ,テーブル内のフッター部分の行のタグ,フォーム内で暗号になるキーを作るタグ,文章内の日時のタグ
<style>の概要を答えて下さい。,1,主にCSSをページ自体に書き込むタグ,テーブルのタグ,主にJavaScriptの代わりに表示するコンテンツのタグ,ページ内にcanvasを埋め込むタグ
<sub>の概要を答えて下さい。,3,テーブル内のフッター部分の行のタグ,後から追記するコンテンツのタグ,文章内の下に付くテキストのタグ,見出しのタグ4
<summary>の概要を答えて下さい。,1,detailタグにつけるラベルのタグ,クリックすると見られる詳細情報のタグ,文章内のルビを付けるテキストのタグ,文章内の日時のタグ
<sup>の概要を答えて下さい。,1,文章内の上に付くテキストのタグ,fieldsetタグにつけるタイトルのタグ,ツールバーや右クリックメニューを埋め込むタグ,主にJavaScriptの代わりに表示するコンテンツのタグ
<table>の概要を答えて下さい。,3,テーブル内の行の内容のタグ,文章内の慣習上太字にするテキストのタグ,テーブルのタグ,動画や音声と同期するテキストトラックのタグ
<tbody>の概要を答えて下さい。,2,書いたままのテキストを表示するタグ,テーブル内のボディ部分のデータをまとめるタグ,ページ内に主にFlash等を埋め込むタグ,クリックすると見られる詳細情報のタグ
<td>の概要を答えて下さい。,3,後から追記するコンテンツのタグ,文章内のプログラムなどのコードのタグ,テーブル内の行の内容のタグ,文章内のプログラムで出力するテキストのタグ
<textarea>の概要を答えて下さい。,2,フォームのタグ,フォーム内の文章の入力項目のタグ,文章内の書く方向を決めるテキストのタグ,テーブル内の行の見出しのタグ
<tfoot>の概要を答えて下さい。,2,ブラウザに表示する内容全体のタグ,テーブル内のフッター部分の行のタグ,ページ内に埋め込む動画や音声を指定するタグ,項目に関する記述リストの項目のタグ
<th>の概要を答えて下さい。,4,文章内の慣習上下線を引くテキストのタグ,文章内の慣習上斜体にするテキストのタグ,fieldsetタグにつけるタイトルのタグ,テーブル内の行の見出しのタグ
<thead>の概要を答えて下さい。,2,文章内の書く方向を決めるテキストのタグ,テーブル内のヘッダー部分の行のタグ,フォーム内の計算結果の出力のタグ,文章内の改行のタグ
<time>の概要を答えて下さい。,3,文章内の入力テキストかキーボードのキーのタグ,フォーム内で暗号になるキーを作るタグ,文章内の日時のタグ,文章内の打ち消し線のついたテキストのタグ
<title>の概要を答えて下さい。,4,右クリックメニューやキーボード操作の内容のタグ,リストの内容のタグ,文章内の重要性の高いテキストのタグ,ページ自体の題名のタグ
<tr>の概要を答えて下さい。,1,テーブル内の行のタグ,文章内の下に付くテキストのタグ,文章内の改行のタグ,二つ以上の見出しをまとめるタグ
<track>の概要を答えて下さい。,1,動画や音声と同期するテキストトラックのタグ,写真や画像のタグ,文章内の作品のタイトルのタグ,リストの内容のタグ
<u>の概要を答えて下さい。,3,クリックすると見られる詳細情報のタグ,文章内の慣習上太字にするテキストのタグ,文章内の慣習上下線を引くテキストのタグ,写真や画像のタグ
